hotspot_id,jurisdiction,severity,location_raw,traffic_ps,circle_no_clean,geocode_query,source_file,point_no_in_source,latitude,longitude,geocode_match_quality,geocoded_display_name,geocode_query_used,geocode_query_used_v3,geocode_precision,map_latitude,map_longitude,jittered_for_display,elevation_m,Aug2000_flood_total_mm,Aug2008_flood_total_mm,Oct2020_flood_total_mm,Aug2000_flood_max_daily_mm,Aug2008_flood_max_daily_mm,Oct2020_flood_max_daily_mm,snapshot_date,current_day_rain_mm,cum_rainfall_3day,cum_rainfall_5day,slope_degrees
HR0084,GHMC-Hyderabad,Major,Telugu Academy,Saifabad,16,"Telugu Academy, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,57,17.3985426,78.4855068,full,"telugu academy, Himayath Nagar Road, Narayanguda, Ward 79 Himayath Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500029, India",,"Telugu Academy, Hyderabad, Telangana, India",point_level,17.3985426,78.4855068,False,514.6767897471567,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.156716381728959
HR0085,GHMC-Hyderabad,Major,Hyderguda petrol pump,Saifabad,16,"Hyderguda petrol pump, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,58,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.405167600000002,78.46584299999999,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0086,GHMC-Hyderabad,Major,Narayanaguda x roads to Rathnabhavan Hotel,Saifabad,16,"Narayanaguda x roads to Rathnabhavan Hotel, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,59,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.405050600000003,78.465735,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0087,GHMC-Hyderabad,Major,Street no 6 KFC,Saifabad,16,"Street no 6 KFC, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,60,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4046159,78.4652634,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0088,GHMC-Hyderabad,Major,Galaxy Hotels,Saifabad,16,"Galaxy Hotels, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,61,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4050848,78.4653453,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0089,GHMC-Hyderabad,Major,CP office towards Café Bahar Hotel.,Saifabad,16,"CP office towards Café Bahar Hotel., Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,62,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4053863,78.46519769999999,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0090,GHMC-Hyderabad,Major,Narayanaguda fly over down (due to road damage ),Saifabad,16,"Narayanaguda fly over down (due to road damage ), Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,63,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4041299,78.4663731,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0091,GHMC-Hyderabad,Major,Rajmohalla Darga,Saifabad,16,"Rajmohalla Darga, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,64,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4052513,78.46546049999999,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0092,GHMC-Hyderabad,Major,"Street No.5, Himayath Nagar",Saifabad,16,"Street No.5, Himayath Nagar, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,65,17.4038576,78.4834738,full,"Street No 5, Domalguda, Himayat Nagar, Ward 79 Himayath Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500029, India",,"Street No.5, Himayath Nagar, Hyderabad, Telangana, India",point_level,17.4038576,78.4834738,False,504.15823979521656,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.45621119009517
HR0093,GHMC-Hyderabad,Major,"MRO office, Lower Tank Bund",Chikkadpally,15,"MRO office, Lower Tank Bund, Chikkadpally, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,66,17.400939,78.4976319,full,"Chikkadpally, Ward 87 Ramnagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500027, India",,"Chikkadpally, Hyderabad, Telangana, India",ward_level,17.4004926,78.4969344,True,497.3804000000037,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,1.6634929636617162
HR0094,GHMC-Hyderabad,Major,Metro Line near Raja Deluxe theatre,Chikkadpally,15,"Metro Line near Raja Deluxe theatre, Chikkadpally, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,67,17.400939,78.4976319,full,"Chikkadpally, Ward 87 Ramnagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500027, India",,"Chikkadpally, Hyderabad, Telangana, India",ward_level,17.400039,78.4982394,True,497.3804000000037,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,1.6634929636617162
HR0095,GHMC-Hyderabad,Major,Engine Bowli X road,Falaknuma,10,"Engine Bowli X road, Falaknuma, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,68,17.3326604,78.4751984,full,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",,"Falaknuma, Hyderabad, Telangana, India",point_level,17.333428100000003,78.4746305,True,524.1266707455845,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,2.437898583197498
HR0096,GHMC-Hyderabad,Major,Old Chandrayangutta,Falaknuma,9,"Old Chandrayangutta, Falaknuma, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,69,17.3326604,78.4751984,full,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",,"Falaknuma, Hyderabad, Telangana, India",point_level,17.3326865,78.4753064,True,524.1266707455845,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,2.437898583197498
HR0097,GHMC-Hyderabad,Major,MBNR X road,Falaknuma,9,"MBNR X road, Falaknuma, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,70,17.3326604,78.4751984,full,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",,"Falaknuma, Hyderabad, Telangana, India",point_level,17.332447100000003,78.4743182,True,524.1266707455845,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,2.437898583197498
HR0098,GHMC-Hyderabad,Major,"Royal sea Hotel, Santsoh Nagar,",Falaknuma,6,"Royal sea Hotel, Santsoh Nagar,, Falaknuma, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,71,17.3326604,78.4751984,full,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",,"Falaknuma, Hyderabad, Telangana, India",point_level,17.333046500000002,78.4754351,True,524.1266707455845,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,2.437898583197498
HR0099,GHMC-Hyderabad,Major,Hashamabad,Falaknuma,9,"Hashamabad, Falaknuma, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,72,17.3326604,78.4751984,full,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",,"Falaknuma, Hyderabad, Telangana, India",point_level,17.3320466,78.4757717,True,524.1266707455845,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,2.437898583197498
HR0100,GHMC-Hyderabad,Major,Dabirpura Kaman towards Landing of Dabirpura Bridge,Falaknuma,6,"Dabirpura Kaman towards Landing of Dabirpura Bridge, Falaknuma, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,73,17.3326604,78.4751984,full,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",,"Falaknuma, Hyderabad, Telangana, India",point_level,17.3329142,78.4748492,True,524.1266707455845,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,2.437898583197498
HR0101,GHMC-Hyderabad,Major,Champapet (Opposite D- Mart Indian Petrol Pump),Mirchowk,4,"Champapet (Opposite D- Mart Indian Petrol Pump), Mirchowk, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,74,17.3636186,78.480489,retry_success,"میر چوک تھانہ, Darul Shifa Road, Panjeshah, Purani Haveli, Ward 32 Patthergatti, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Charminar mandal, Hyderabad, Telangana, 500002, India","Mir Chowk, Charminar, Hyderabad, Telangana, India",,unresolved,17.363399899999997,78.48108210000001,True,507.52020076795327,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,4.272781088723041
HR0102,GHMC-Hyderabad,Major,S. J Rotary towards APAT Junction,Mirchowk,6,"S. J Rotary towards APAT Junction, Mirchowk, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,75,17.3636186,78.480489,retry_success,"میر چوک تھانہ, Darul Shifa Road, Panjeshah, Purani Haveli, Ward 32 Patthergatti, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Charminar mandal, Hyderabad, Telangana, 500002, India","Mir Chowk, Charminar, Hyderabad, Telangana, India",,unresolved,17.363967799999998,78.480165,True,507.52020076795327,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,4.272781088723041
HR0103,GHMC-Hyderabad,Major,Puranapool Greave yard,Bahadurpura,9,"Puranapool Greave yard, Bahadurpura, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,76,17.3570672,78.4545419,full,"Bahadurpura, Ward 56 Kishanbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, 500064, India",,"Bahadurpura, Hyderabad, Telangana, India",ward_level,17.3563832,78.4548452,True,500.2072400000191,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,2.229506318070535
HR0104,GHMC-Hyderabad,Major,Hasan Nagar,Bahadurpura,11,"Hasan Nagar, Bahadurpura, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,77,17.3385283,78.4437114,full,"Hasan Nagar, Ward 58 Shastripuram, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, 500052, India",,"Hasan Nagar, Hyderabad, Telangana, India",ward_level,17.3385283,78.4437114,False,524.7465932448049,231.1,237.4,166.0,126.3,52.5,84.9,2026-09-09,3.7,10.7,14.4,1.9561221172829604
HR0105,GHMC-Hyderabad,Major,"Near ENT hospital, Bank Street",Sultan Bazar,14,"Near ENT hospital, Bank Street, Sultan Bazar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,78,17.385132,78.482281,full,"Royal Ear, Nose and Throat (ENT) Hospital, Bank Street, Sultan Bazar, Ward 77 Jambagh, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",,"ENT hospital, Bank Street, Hyderabad, Telangana, India",point_level,17.385132,78.482281,False,499.0,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.983300443193773
HR0106,GHMC-Hyderabad,Major,Near Central Bus Station,Sultan Bazar,14,"Near Central Bus Station, Sultan Bazar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,79,17.3870437,78.4869648,full,"Sultan Bazar, Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",,"Sultan Bazar, Hyderabad, Telangana, India",ward_level,17.3862724,78.48683609999999,True,510.40441559038806,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.164286303809851
HR0107,GHMC-Hyderabad,Major,Bademiya Petrol pump,Sultan Bazar,14,"Bademiya Petrol pump, Sultan Bazar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,80,17.3870437,78.4869648,full,"Sultan Bazar, Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",,"Sultan Bazar, Hyderabad, Telangana, India",ward_level,17.3878627,78.48772799999999,True,510.40441559038806,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.164286303809851
HR0108,GHMC-Hyderabad,Major,"Opp Samsung showroom to City life Furniture shop, Nalgonda’X’roads",Sultan Bazar,6,"Opp Samsung showroom to City life Furniture shop, Nalgonda’X’roads, Sultan Bazar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,81,17.3870437,78.4869648,full,"Sultan Bazar, Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",,"Sultan Bazar, Hyderabad, Telangana, India",ward_level,17.387121099999998,78.4864905,True,510.40441559038806,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.164286303809851
HR0109,GHMC-Hyderabad,Major,Infront of Malakpet L&O PS.,Sultan Bazar,6,"Infront of Malakpet L&O PS., Sultan Bazar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,82,17.3870437,78.4869648,full,"Sultan Bazar, Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",,"Sultan Bazar, Hyderabad, Telangana, India",ward_level,17.3872408,78.4870512,True,510.40441559038806,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.164286303809851
HR0110,GHMC-Hyderabad,Major,At starting of Moosarambagh Moosi Bridge and on the bridge.,Malakpet,6,"At starting of Moosarambagh Moosi Bridge and on the bridge., Malakpet, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,83,17.3736706,78.4996484,full,"Malakpet, Ward 27 Akbarbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500036, India",,"Malakpet, Hyderabad, Telangana, India",ward_level,17.3741512,78.4988834,True,501.5884351616156,231.1,237.4,170.7,126.3,52.5,80.5,2026-09-09,2.6,14.6,22.1,1.9472531787098266
HR0111,GHMC-Hyderabad,Major,Classic ice cream to opp Orient medicals Malakpet” junction.,Malakpet,6,"Classic ice cream to opp Orient medicals Malakpet” junction., Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,84,17.3736706,78.4996484,full,"Malakpet, Ward 27 Akbarbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500036, India",,"Malakpet, Hyderabad, Telangana, India",ward_level,17.3738596,78.4991462,True,501.5884351616156,231.1,237.4,170.7,126.3,52.5,80.5,2026-09-09,2.6,14.6,22.1,1.9472531787098266
HR0112,GHMC-Hyderabad,Major,"Opp Shiva Ganga Theatre,Gaddiannaram",Malakpet,5,"Opp Shiva Ganga Theatre,Gaddiannaram, Malakpet, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,85,17.3736706,78.4996484,full,"Malakpet, Ward 27 Akbarbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500036, India",,"Malakpet, Hyderabad, Telangana, India",ward_level,17.3740324,78.49971409999999,True,501.5884351616156,231.1,237.4,170.7,126.3,52.5,80.5,2026-09-09,2.6,14.6,22.1,1.9472531787098266
HR0113,GHMC-Hyderabad,Major,Malakpet T junction,Malakpet,6,"Malakpet T junction, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,86,17.3736706,78.4996484,full,"Malakpet, Ward 27 Akbarbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500036, India",,"Malakpet, Hyderabad, Telangana, India",ward_level,17.3728399,78.4996484,True,501.5884351616156,231.1,237.4,170.7,126.3,52.5,80.5,2026-09-09,2.6,14.6,22.1,1.9472531787098266
HR0114,GHMC-Hyderabad,Major,Akshya Hoyel,Malakpet,6,"Akshya Hoyel, Malakpet, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,87,17.3736706,78.4996484,full,"Malakpet, Ward 27 Akbarbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500036, India",,"Malakpet, Hyderabad, Telangana, India",ward_level,17.3732773,78.5001686,True,501.5884351616156,231.1,237.4,170.7,126.3,52.5,80.5,2026-09-09,2.6,14.6,22.1,1.9472531787098266
HR0115,GHMC-Hyderabad,Major,Bajaj Electronic show room Malakpet main road,Malakpet,6,"Bajaj Electronic show room Malakpet main road, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,88,17.3736706,78.4996484,full,"Malakpet, Ward 27 Akbarbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500036, India",,"Malakpet, Hyderabad, Telangana, India",ward_level,17.3730532,78.4995017,True,501.5884351616156,231.1,237.4,170.7,126.3,52.5,80.5,2026-09-09,2.6,14.6,22.1,1.9472531787098266
HR0116,GHMC-Hyderabad,Major,RTA Moosarambagh,Malakpet,6,"RTA Moosarambagh, Malakpet, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,89,17.3736706,78.4996484,full,"Malakpet, Ward 27 Akbarbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500036, India",,"Malakpet, Hyderabad, Telangana, India",ward_level,17.3742934,78.5004953,True,501.5884351616156,231.1,237.4,170.7,126.3,52.5,80.5,2026-09-09,2.6,14.6,22.1,1.9472531787098266
HR0117,GHMC-Hyderabad,Major,Railway Degree Collage,Nallakunta Sri. K. Rajendra Kulkarni,29,"Railway Degree Collage, Nallakunta Sri. K. Rajendra Kulkarni, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,90,17.3975005,78.50557,retry_success,"Nallakunta, Ward 81 Nallakunta, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500044, India","Nallakunta, Hyderabad, Telangana, India",,unresolved,17.3969839,78.5063836,True,494.9013999999538,249.8,237.7,174.5,128.0,58.8,73.6,2026-09-09,2.2,11.1,19.2,6.2204647510574995
HR0118,GHMC-Hyderabad,Major,Hotel pizza & Bakers near Vidya nagar,Nallakunta Sri. K. Rajendra Kulkarni,15,"Hotel pizza & Bakers near Vidya nagar, Nallakunta Sri. K. Rajendra Kulkarni, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,91,17.3975005,78.50557,retry_success,"Nallakunta, Ward 81 Nallakunta, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500044, India","Nallakunta, Hyderabad, Telangana, India",,unresolved,17.3968606,78.5051317,True,494.9013999999538,249.8,237.7,174.5,128.0,58.8,73.6,2026-09-09,2.2,11.1,19.2,6.2204647510574995
HR0119,GHMC-Hyderabad,Major,"Road No.6, Amberpet",Kachiguda,16,"Road No.6, Amberpet, Kachiguda, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,92,17.3923655,78.5177834,full,"Uppal Road, Bharat Nagar, Ward 84 Bagh Amberpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 353535, India",,"Road No.6, Amberpet, Hyderabad, Telangana, India",point_level,17.3923655,78.5177834,False,498.9895602080018,249.8,237.7,174.5,128.0,58.8,73.6,2026-09-09,2.2,11.1,19.2,1.7050299841086707
HR0120,GHMC-Hyderabad,Major,In front of Amberpet L&O P.S,Kachiguda,16,"In front of Amberpet L&O P.S, Kachiguda, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,93,17.3900402,78.4946205,full,"Ward 80 Kachiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500027, India",,"Kachiguda, Hyderabad, Telangana, India",area_level,17.3894282,78.4948383,True,498.76355646399406,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,1.5696167807586496
HR0121,GHMC-Hyderabad,Major,Syndicate Bank beside J.D. Electronics,Kachiguda,16,"Syndicate Bank beside J.D. Electronics, Kachiguda, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,94,17.3900402,78.4946205,full,"Ward 80 Kachiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500027, India",,"Kachiguda, Hyderabad, Telangana, India",area_level,17.3891546,78.4950534,True,498.76355646399406,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,1.5696167807586496
HR0122,GHMC-Hyderabad,Major,Tilaknagar junction free left near Hero show room,Kachiguda,16,"Tilaknagar junction free left near Hero show room, Kachiguda, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,95,17.3900402,78.4946205,full,"Ward 80 Kachiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500027, India",,"Kachiguda, Hyderabad, Telangana, India",area_level,17.3905496,78.4939347,True,498.76355646399406,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,1.5696167807586496
HR0123,GHMC-Hyderabad,Major,Nimboli adda,Kachiguda,16,"Nimboli adda, Kachiguda, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,96,17.3900402,78.4946205,full,"Ward 80 Kachiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500027, India",,"Kachiguda, Hyderabad, Telangana, India",area_level,17.390855600000002,78.4950192,True,498.76355646399406,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,1.5696167807586496
HR0124,GHMC-Hyderabad,Major,"Puranapool, Gandhi Chowk",Goshamahal,14,"Puranapool, Gandhi Chowk, Goshamahal, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,97,17.3805762,78.468846,full,"Goshamahal, Ward 51 Goshamahal, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500012, India",,"Goshamahal, Hyderabad, Telangana, India",ward_level,17.3806761,78.4686084,True,499.0057600000016,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.2118263914675067
HR0125,GHMC-Hyderabad,Major,M.J. Market in front of Bilal Ice cream,Goshamahal,14,"M.J. Market in front of Bilal Ice cream, Goshamahal, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,98,17.3805762,78.468846,full,"Goshamahal, Ward 51 Goshamahal, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500012, India",,"Goshamahal, Hyderabad, Telangana, India",ward_level,17.3803071,78.4683699,True,499.0057600000016,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.2118263914675067
HR0126,GHMC-Hyderabad,Major,Taxi Stand (Nampally),Nampally,12,"Taxi Stand (Nampally), Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,99,17.3787467,78.478597,full,"Gowliguda Auto Stand, Maharani Jhansi Road, Gowliguda, Afzalgunj, Ward 50 Begum Bazar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500012, India",,"Taxi Stand (Nampally), Hyderabad, Telangana, India",point_level,17.3787467,78.478597,False,497.4610799999744,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,1.7175669345128664
